Time,EMGs.RTibialisA,EMGs.2,EMGs.3,EMGs.4,EMGs.5,EMGs.6,EMGs.7,EMGs.8,EMGs.9,EMGs.10,EMGs.11,EMGs.12,EMGs.13,EMGs.14,EMGs.15,EMGs.16
0.129,0.0772321,0.0477576,0.0655682,0.024321,0.0447208,0.059407,0.0561301,0.0651328,0.0900705,0.0769339,0.0670001,0.0340976,0.0563361,0.0740305,0.0596887,0.0688367
0.13,0.0363385,0.0755286,0.0454266,0.0600265,0.0612003,0.0673416,0.0533835,0.0459067,0.0531442,0.0842581,0.0666949,0.0426425,0.0450446,0.06457,0.0441248,0.074635
0.131,0.0613629,0.0981116,0.0619061,0.0752853,0.0633365,0.0813797,0.0475851,0.0480429,0.0690134,0.0738821,0.0514362,0.0441684,0.0364996,0.0758615,0.0404626,0.0718884
0.132,0.0680768,0.10391,0.0533612,0.0966476,0.0486881,0.0670364,0.0674216,0.0599448,0.0391061,0.0519095,0.0541827,0.046915,0.0407721,0.0377145,0.0346643,0.0547986
0.133,0.0796735,0.118558,0.0735028,0.107024,0.0404483,0.0566605,0.0536887,0.0459067,0.0558908,0.0451956,0.0554034,0.0505771,0.0358893,0.0544992,0.0429041,0.0526624
0.134,0.0448834,0.0404334,0.035661,0.101225,0.0502139,0.0719192,0.0552145,0.0559775,0.0647409,0.100432,0.0340411,0.0899448,0.0496222,0.0700632,0.0596887,0.0712781
0.135,0.0561749,0.0944495,0.0411542,0.0704025,0.041669,0.0505569,0.0564352,0.0752036,0.0540598,0.101348,0.0731036,0.0786533,0.0712897,0.0624338,0.0545007,0.0575452
0.136,0.0500714,0.0697302,0.0536664,0.0813889,0.0554019,0.0591019,0.0704733,0.0629965,0.0546701,0.0586234,0.0688312,0.0463046,0.047486,0.0413766,0.0587732,0.0645642
0.137,0.052818,0.0688147,0.063432,0.0939011,0.0544864,0.0529984,0.0466696,0.0626913,0.0680978,0.0461111,0.0538776,0.0185336,0.0401617,0.0517526,0.0432092,0.064259
0.138,0.0363385,0.046842,0.0518353,0.0865768,0.0593692,0.0716141,0.0207297,0.0428549,0.0626047,0.0558768,0.0480792,0.0899448,0.0432135,0.0190988,0.025509,0.0441174
0.139,0.0607526,0.0447058,0.0506146,0.059111,0.0511295,0.0597122,0.049111,0.0501791,0.063215,0.0854788,0.0416705,0.0606479,0.0523688,0.0462595,0.0621301,0.0557141
0.14,0.0277936,0.0376868,0.0548871,0.106413,0.0618106,0.045369,0.0430075,0.0480429,0.0894601,0.127898,0.0660846,0.0786533,0.0709845,0.0581613,0.0621301,0.0602917
0.141,0.068382,0.0291418,0.0551923,0.0954269,0.0526553,0.0764969,0.0576559,0.0645224,0.0711496,0.12149,0.0694415,0.0871982,0.0471808,0.0432077,0.0599939,0.0807385
0.142,0.0604474,0.029447,0.0661786,0.0887131,0.052045,0.0670364,0.0546042,0.0748984,0.0442941,0.0848685,0.045943,0.0533237,0.0258185,0.0435129,0.0499231,0.0547986
0.143,0.0711285,0.0270056,0.058244,0.0649094,0.059064,0.0551346,0.0662009,0.0449912,0.0726755,0.0345145,0.0395343,0.0560703,0.0462653,0.0615182,0.0667078,0.0523572
0.144,0.0467145,0.0324988,0.0554974,0.0755905,0.0319034,0.0612381,0.059487,0.03431,0.0442941,-0.00546356,0.0587604,0.0203647,0.0404669,0.0551096,0.0374109,0.0792126
0.145,0.0720441,0.0248694,0.0277264,0.0548386,0.0422794,0.0795486,0.0350729,0.0614706,0.0470407,0.018035,0.051131,0.0383701,0.044129,0.069758,0.0587732,0.0721936
0.146,0.070213,0.0440955,0.0689252,0.0713181,0.0315982,0.0822952,0.0585715,0.0733725,0.0384958,0.0238333,0.05815,0.0496616,0.0783087,0.0520578,0.056637,0.064259
0.147,0.0534283,0.0630164,0.0545819,0.0472092,0.0630313,0.0737503,0.0625388,0.0559775,0.0363596,0.0360403,0.0639484,0.0359287,0.0514532,0.0499216,0.0545007,0.0636487
